signature,frequency
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Found <NUM> device(s).",276
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Initialization completed.",275
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Opened device <NUM> (DevNum=<NUM>) on attempt <NUM>.",270
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - Shuttle Stopper keeping up",260
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Total opened axes: <NUM>",259
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.Helpers.UIJsonConfigurationLoader - LogFolders not configured in D:\ASM\Config\GlobalConfig.json, using defaults.",255
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - StateManager initialized with state: Idle",250
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - D:\ASM\Data does not exist, skipping archive.",247
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - [<NUM>] Num=<NUM>, Name=PCIE-<NUM>-32AE (M0), SubDevs=<NUM>",233
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - No open devices to close.",226
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - OperationMode: , RunMode: , RunSettingMode:",215
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - The subordinate device ID is conflicted.",213
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.DashboardViewModel - Loaded visibility from settings: Product=True, Carrier=True",211
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Buffer A stopper keeping up",210
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.DashboardCommonViewModel - Loaded common details: SiteName=FXBL, MachineName=XHDP, MachineSerial=2DBC57-<NUM>,CarrierSerial=",207
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.AccessControlSyncService - Guest not exist for Guest",188
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SN T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{3b51b53e-<NUM>-47c6-836d-5fc5117c79a7}L{} read from pallet",183
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Checking status of LaserScanner3...",183
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Checking status of Vision1...",183
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Checking status of LaserScanner2...",183
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Checking status of LaserScanner1...",183
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MachineBackgroundService - Initialyzing the pipeline",183
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{3b51b53e-<NUM>-47c6-836d-5fc5117c79a7}L{} detected from pallet",183
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Checking status of LoadCell...",182
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Checking status of WeighingModule...",182
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Checking status of Vision2...",182
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Checking status of Vision3...",182
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Services.CommonControlSettingsService - CommonControl.json created successfully",181
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MachineBackgroundService - Machine background service started.",179
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Connecting to Barcode",177
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SkipBarcodeScan: False, MaxBarcodeRetries: <NUM>",177
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Configuration parameters loaded successfully.",177
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode Parameters:",177
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - IO channel mappings loaded successfully.",177
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1DispensingStopper keeping up",174
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Connecting to IOCard",173
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode scanner connected on attempt <NUM>.",173
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Connecting to MotionCard",171
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing permissions from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Permissions.json",170
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.UIJsonConfigurationLoader - Loading log folder configuration...",170
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Users from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Users.json",170
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing roles from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Roles.json",170
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Alarm Details from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Alarms.csv",170
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2DispensingStopper keeping up",169
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Initializing Conveyors...",169
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Conveyors initialized successfully.",169
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - EnableAllAxes completed. Total axes processed: <NUM>",167
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - LoadCell connection successful.",167
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - DisableAllAxes completed. Total axes processed: <NUM>",167
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - WeighingModule connection successful.",167
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Vision1 connection successful.",166
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Vision2 connection successful.",166
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Vision3 connection successful.",166
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - LaserScanner3 connection successful.",166
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - LaserScanner1 connection successful.",166
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - LaserScanner2 connection successful.",165
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - CycleTime for pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{3b51b53e-<NUM>-47c6-836d-5fc5117c79a7}L{}: <NUM>.<NUM> sec, TimeSpan: <TIME>",163
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{3b51b53e-<NUM>-47c6-836d-5fc5117c79a7}L{} reached Final stage",163
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{46abf091-cb08-475e-<NUM>-60c9078d555f}L{} detected from pallet",162
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SN T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{46abf091-cb08-475e-<NUM>-60c9078d555f}L{} read from pallet",162
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - Start button clicked.",161
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Motion Points from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\MotionPoints.csv",159
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - Dev[<NUM>] DO[<NUM>] read failed: <HEX>",156
at System.Windows.Controls.DataGrid.InvalidateCellsPanelHorizontalOffset(Object args),148
"at System.Windows.Threading.ExceptionWrapper.TryCatchWhen(Object source, Delegate callback, Object args, Int32 numArgs, Delegate catchHandler)",148
"at System.Windows.Media.Visual.TrySimpleTransformToAncestor(Visual ancestor, Boolean inverse, GeneralTransform& generalTransform, Matrix& simpleTransform)",148
at System.Windows.Controls.DataGridCellsPanel.ComputeCellsPanelHorizontalOffset(),148
System.InvalidOperationException: The specified Visual is not an ancestor of this Visual.,148
"at System.Windows.Threading.ExceptionWrapper.InternalRealCall(Delegate callback, Object args, Int32 numArgs)",148
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SN T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{ba7dda6b-95c1-4ecf-b08c-ded0a08ea52f}L{} read from pallet",146
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{ba7dda6b-95c1-4ecf-b08c-ded0a08ea52f}L{} detected from pallet",146
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{46abf091-cb08-475e-<NUM>-60c9078d555f}L{} reached Final stage",143
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - CycleTime for pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{46abf091-cb08-475e-<NUM>-60c9078d555f}L{}: <NUM>.<NUM> sec, TimeSpan: <TIME>",143
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowControlViewCommand.",140
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Configuration loaded successfully for device index <NUM> from D:\DRYRUN\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\MotionDeviceFiles\MotionDevice0.cfg",138
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - StateManager LastError:",137
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{ba7dda6b-95c1-4ecf-b08c-ded0a08ea52f}L{} reached Final stage",135
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.Helpers.UIJsonConfigurationLoader - LogFolders not configured in D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\GlobalConfig.json, using defaults.",135
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - CycleTime for pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{ba7dda6b-95c1-4ecf-b08c-ded0a08ea52f}L{}: <NUM>.<NUM> sec, TimeSpan: <TIME>",135
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - mAcm_AxResetError failed. Error=<HEX>",134
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - ERROR reached Final stage",132
at System.Windows.Media.Visual.TransformToAncestor(Visual ancestor),132
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.App - Application shutting down...",132
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - CycleTime for pallet ERROR: <NUM>.<NUM> sec, TimeSpan: <TIME>",132
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.MachineBackgroundService - Current state: Starting",130
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MotionViewModel - Y Motor errors cleared.",130
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing permissions from D:\DRYRUN\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Permissions.json",126
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing roles from D:\DRYRUN\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Roles.json",126
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Alarm Details from D:\DRYRUN\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Alarms.csv",126
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Users from D:\DRYRUN\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Users.json",126
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Axis <NUM>: Failed to enable servo. Error=<HEX>",126
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - StateManager IsBusy: False",125
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Motion Points from D:\DRYRUN\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\MotionPoints.csv",124
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - SplashScreenViewModel initialized.",124
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Splash Screen Loading Started",124
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Configuration loaded successfully for device index <NUM> from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\MotionDeviceFiles\MotionDevice0.cfg",121
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.TcpIpService - Connected to <NUM>.<NUM>.<NUM>.<NUM>:<NUM>",118
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SplashScreenViewModel - Progress complete, showing completion message.",118
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MachineBackgroundService - Machine started.",115
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Skipping folder: D:\ASM\Data\RawData\<NUM> (LastWrite: <NUM>-<NUM>-<NUM>)",113
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Initializing LMM process...",111
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Axis <NUM>: Servo is OFF.",110
"at System.Text.Json.Serialization.JsonConverter`<NUM>.TryRead(Utf8JsonReader& reader, Type typeToConvert, JsonSerializerOptions options, ReadStack& state, T& value, Boolean& isPopulatedValue)",109
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MachineBackgroundService - Stopping Machine Background Service...",103
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Dashboard' to 'Controls'",102
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'DashboardViewModel' to 'MachineControlViewModel'",102
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - Shuttle Stopper keeping down",99
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.DependencyInjectionSetup - BarcodeScanner initialized successfully during app startup.",98
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - EnableAxis(<NUM>) failed. Error=<HEX>",97
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.BarcodeScanner.BarcodeScannerService - Scanner type not provided. Loading from configuration file.",97
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Shuttle Worker started",97
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1BufferAWorker started",96
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.BarcodeScanner.BarcodeScannerService - Scanner initialized: KEYENCE",96
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2BufferAWorker started",96
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.BarcodeScanner.BarcodeScannerService - Scanner type loaded from config: KEYENCE",96
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - Dispenser Pallet Clamp clamped",95
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{a2debb11-c2d5-45de-b2af-4f48849fe2a0}L{} sent to L2ConveyorBufferA successfully.",93
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.DataService - Hourly aggration started",93
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG UI.ViewModels.MotionViewModel - Axis U (Index <NUM>): State = <NUM>",93
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Dispenser Pallet stopperout IN",93
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Dispenser Pallet stopperout IN",92
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - Dispenser Pallet stopperout IN",91
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - StopDecel(<NUM>) failed. Error=<HEX>",90
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.DataService - Records count in last hour: <NUM>",90
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.TcpIpService - Disconnected from :<NUM>",89
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.MotionServices.Advantech.MotionController - Invalid axis index -<NUM>.",87
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Cleaning old data for Data...",87
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Skipping folder: D:\ASM\Data\RawData (LastWrite: <NUM>-<NUM>-<NUM>)",87
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - StopAllEmg: Failed to get handle for axis -<NUM>",86
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Skipping folder: D:\ASM\Data\HourlyData\<NUM> (LastWrite: <NUM>-<NUM>-<NUM>)",85
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Skipping folder: D:\ASM\Data\HourlyData (LastWrite: <NUM>-<NUM>-<NUM>)",85
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - LMM initialization completed successfully.",84
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Disposing MainViewModel resources...",82
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainViewModel resources disposed successfully.",82
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - Starting the machine background service.",82
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Models.Hardware - [Hardware] Connection type changed to SerialCommunication, state reset.",82
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG UI.ViewModels.SplashScreenViewModel - Connection status: False",81
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - StopAllEmg: Failed to get handle for axis <NUM>",81
"at System.Text.Json.Serialization.JsonConverter`<NUM>.ReadCore(Utf8JsonReader& reader, T& value, JsonSerializerOptions options, ReadStack& state)",80
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.Pipelines.XHDP - Attempt <NUM>: Failed to read barcode for pallet .",80
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.ViewModels.MotionViewModel - Servo Z is not enabled.",79
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.GlobalErrorHandler - Servo Z is not enabled.",79
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MotionViewModel - X Motor errors cleared.",77
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.DataService - Aggregated hour <NUM>-<NUM>-<NUM> <NUM>: <NUM> rows updated.",77
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1DispensingAWorker started",75
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - The specified Visual is not an ancestor of this Visual.",74
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.App - Unhandled exception",74
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2DispensingAWorker started",73
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - OperationMode: Engineering, RunMode: Auto, RunSettingMode: DryRun",73
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MachineBackgroundService - Stopping the machine",73
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.LoginViewModel - Admin logged in successfully.",68
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - OperationMode: Production, RunMode: Auto, RunSettingMode: Auto",67
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Initializing XHDP process...",66
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E02}O{<NUM>-<NUM>-<NUM>-<NUM>}P{HE00EJ6DC300}Q{<NUM>}S{D3234}G{373d25b8-b4ed-<NUM>-a6d5-0ba75c086773}L{} sent to L1ConveyorBufferA successfully.",64
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - Loading hardware configuration tabs...",62
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowSettingViewCommand.",62
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.DashboardViewModel - LIVE rack DB refresh started (500ms)",62
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - Constructor called.",62
