signature,frequency
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode T{E02}O{<NUM>-<NUM>-<NUM>-<NUM>}P{HE00EJ6DC300}Q{<NUM>}S{D3234}G{373d25b8-b4ed-<NUM>-a6d5-0ba75c086773}L{} detected from pallet",154
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1BufferAWorker started",153
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MachineBackgroundService - Stopping Machine Background Service...",153
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Inspection Lifter keeping down",153
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2BufferAWorker started",152
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.App - Application shutting down...",152
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - InspectionGantryWorker started for l2",147
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG UI.ViewModels.SplashScreenViewModel - Connection status: False",145
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - InspectionGantryWorker completed for l2",145
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Disposing MainViewModel resources...",143
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainViewModel resources disposed successfully.",143
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MotionViewModel - Z Motor errors cleared.",139
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'DashboardViewModel' to 'MachineControlViewModel'",138
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Dashboard' to 'Controls'",138
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - [<NUM>] Num=<NUM>, Name=PCIE-<NUM>-32AE (M0), SubDevs=<NUM>",136
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SN S-A5-<NUM>-T <NUM> read from pallet",136
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode S-A5-<NUM>-T <NUM> detected from pallet",136
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.MotionServices.Advantech.MotionController - Invalid axis index -<NUM>.",131
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - StopAllEmg: Failed to get handle for axis -<NUM>",131
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1DispensingAWorker started",130
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2BufferBWorker started",129
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2InspectionWorker started",129
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - StopAllEmg: Failed to get handle for axis <NUM>",128
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - The specified Visual is not an ancestor of this Visual.",126
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.App - Unhandled exception",126
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{b693c901-d6e6-438e-ad42-f996825e14bc}L{} sent to L2ConveyorBufferA successfully.",126
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'PointsID' for culture 'en-US'",125
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'The specified Visual is not an ancestor of this Visual.' for culture 'en-US'",123
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'UnhandledException' for culture 'en-US'",123
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Axis <NUM>: Servo is OFF.",122
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2DispensingAWorker started",121
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Axis <NUM>: MoveAbs started → -<NUM>",110
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Configuration loaded successfully for device index <NUM> from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\MotionDeviceFiles\MotionDevice1.cfg",108
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - MovePathWaitAsync('l2Gantry') started. handle=NULL",108
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.Pipelines.XHDP - WaitForPalletAsync cancelled due to task cancellation.",108
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{b693c901-d6e6-438e-ad42-f996825e14bc}L{} sent to L1ConveyorBufferA successfully.",107
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1BufferBWorker started",106
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - MovePathWaitAsync('l2Gantry') completed successfully.",106
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1InspectionWorker started",106
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Buffer B stopper keeping down",106
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Not all the axes open.",102
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MachineBackgroundService - Stopping the machine",101
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - Stop button clicked.",101
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1DispensingStopper keeping down",95
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{a2debb11-c2d5-45de-b2af-4f48849fe2a0}L{} sent to L2ConveyorBufferA successfully.",94
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - mAcm_AxResetError failed. Error=<HEX>",94
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1DispensingStopper keeping up",93
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Inspection Lifter keeping up",90
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Inspection Stopper keeping down",87
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Inspection Lifter keeping down",87
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - InspectionGantryWorker started for l1",87
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - InspectionGantryWorker completed for l1",87
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Inspection Stopper keeping up",87
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Common.Helpers.JsonConfigurationLoader - Loading system parameters from D:\ASM\Config\SystemParameter.json",86
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - MovePathWaitAsync('l1Gantry') started. handle=NULL",79
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - MovePathWaitAsync('l1Gantry') completed successfully.",77
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Closed device, returncode=<NUM>",75
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SN T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{b693c901-d6e6-438e-ad42-f996825e14bc}L{} read from pallet",72
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{b693c901-d6e6-438e-ad42-f996825e14bc}L{} detected from pallet",72
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{a2debb11-c2d5-45de-b2af-4f48849fe2a0}L{} sent to L1ConveyorBufferA successfully.",70
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - DisableAllAxes completed. Total axes processed: <NUM>",69
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Skipping folder: D:\ASM\Logs\Production\<NUM>-<NUM>-<NUM> (LastWrite: <NUM>-<NUM>-<NUM>)",63
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - StopDecel(<NUM>) failed. Error=<HEX>",63
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.Pipelines.XHDP - Workers cancelled.",62
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.Pipelines.XHDP - Attempt <NUM> failed to connect barcode scanner. Retrying in 1s...",62
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet S-A5-<NUM>-T <NUM> sent to L1ConveyorBufferA successfully.",58
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{3b51b53e-<NUM>-47c6-836d-5fc5117c79a7}L{} sent to L2ConveyorBufferA successfully.",55
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.BarcodeScanner.BarcodeScanner - Connection failed: No connection could be made because the target machine actively refused it.",53
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - All devices closed.",52
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Login - logged in successfully",48
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet S-A5-<NUM>-T <NUM> sent to L2ConveyorBufferA successfully.",48
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.LoginViewModel - Admin logged in successfully.",47
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{3b51b53e-<NUM>-47c6-836d-5fc5117c79a7}L{} sent to L1ConveyorBufferA successfully.",46
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet  sent to L2ConveyorBufferA successfully.",46
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SN T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{a2debb11-c2d5-45de-b2af-4f48849fe2a0}L{} read from pallet",44
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Skipping folder: D:\ASM\Logs\Production (LastWrite: <NUM>-<NUM>-<NUM>)",44
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet  sent to L1ConveyorBufferA successfully.",44
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{a2debb11-c2d5-45de-b2af-4f48849fe2a0}L{} detected from pallet",44
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - EnableAxis(<NUM>) failed. Error=<HEX>",43
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Common.Helpers.JsonConfigurationLoader - Loading common parameters from D:\ASM\Config\CommonParameters.xml",43
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Acm_AxOpen failed for axis <NUM> on device[<NUM>] rc=<HEX>",43
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - ReadCsvFailed",42
System.IO.IOException: DI[<NUM>] read failed: <HEX>,39
"at Services.Services.IOServices.IOController.ReadDI(Int32 deviceIndex, Int32 channel) in D:\Apex XHDP\Services\Services\IOServices\IOController.cs:line <NUM>",39
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.MotionServices.Advantech.MotionController - No configuration files provided.",39
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - Error while reading DI (ShuttlePalletPresenceSensor).",39
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.MotionServices.Advantech.MotionController - Axis <NUM> IO=<HEX>",38
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.MotionServices.Advantech.MotionController - Axis <NUM> state=<HEX> (inMotion=True, ready=True)",38
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Configuration loaded successfully for device index <NUM> from D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\MotionDeviceFiles\MotionDevice0Parameters.cfg",37
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{ba7dda6b-95c1-4ecf-b08c-ded0a08ea52f}L{} sent to L1ConveyorBufferA successfully.",35
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - Dev[<NUM>] DO[<NUM>] read failed: <HEX>",35
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MotionViewModel - X Motor errors cleared.",33
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - Dev[<NUM>] DO[<NUM>] write failed: <HEX>",33
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'MachineControlViewModel' to 'DashboardViewModel'",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing IN Cylinder to ON",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Controls' to 'Dashboard'",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Dashboard - Viewed Dashboard page",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{ba7dda6b-95c1-4ecf-b08c-ded0a08ea52f}L{} sent to L2ConveyorBufferA successfully.",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MotionViewModel - All jogging movements stopped.",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing IN Cylinder to OFF",31
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - Failed to read barcode for pallet  after <NUM> attempts. Taking alternative action.",31
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode  detected from pallet",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Inspection Up Cylinder to ON",29
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.Helpers.UIJsonConfigurationLoader - LogFolders not configured in D:\ASM\Config\GlobalConfig.json, using defaults.",29
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - Loaded <NUM> hardware entries from JSON loader.",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'EditRow' for culture 'en-US'",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Inspection Up Cylinder to OFF",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Configuration Saved' for culture 'en-US'",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - Constructor called.",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'item changed' for culture 'en-US'",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowSettingViewCommand.",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Updated IO config",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - Loading hardware configuration tabs...",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - Saving JSON data to file: D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\IOConfig.json",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - JSON file saved successfully.",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - HardwareConfigurationTabs loaded: <NUM>",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing OUT Cylinder to ON",27
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing Down Cylinder to ON",27
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - Firmware is down.",27
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Inspection Lifter Down to ON",27
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing Up Cylinder to ON",27
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Firmware is down.",27
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing Up Cylinder to OFF",26
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'DI changes saved to IOConfig.json' for culture 'en-US'",26
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SN T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{3b51b53e-<NUM>-47c6-836d-5fc5117c79a7}L{} read from pallet",26
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Services.CommonControlSettingsService - CommonControl.json created successfully",26
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{3b51b53e-<NUM>-47c6-836d-5fc5117c79a7}L{} detected from pallet",26
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  OnConnectAsync invoked. Parameter type: Common.Models.HardwareConfigurationModels.HardwareItem",25
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing OUT Cylinder to OFF",25
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel - Connection state reset for BarcodeScanner",25
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.DashboardViewModel - Loaded visibility from settings: Product=True, Carrier=True",25
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Calling HardwareIntegrationViewModel.OnConnectAsync for BarcodeScanner...",25
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing Down Cylinder to OFF",25
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Converting HardwareItem (BarcodeScanner) → Hardware.",25
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Inspection Lifter Down to OFF",25
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet S-A5-<NUM>-T <NUM> sent to L2Conveyor successfully.",25
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - StateManager initialized with state: Error",24
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Device[<NUM>]: FT_DevAxesCount unavailable (rc=<HEX>); using <NUM>.",24
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - [<NUM>] Num=<NUM>, Name=PCIE-<NUM>-32AE (M4), SubDevs=-<NUM>",24
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Loaded BarcodeScanner: Model=Keyence (SR-<NUM>), Connection=TCP/IP",24
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing Clamp In Cylinder to ON",23
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing Clamp In Cylinder to OFF",23
"at Newtonsoft.Json.Serialization.JsonSerializerInternalReader.CreateValueInternal(JsonReader reader, Type objectType, JsonContract contract, JsonProperty member, JsonContainerContract containerContract, JsonProperty containerMember, Object existingValue)",23
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: GradeVerifier (<NUM> models)",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: BarcodeScanner (<NUM> models)",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing DOWN Cylinder to OFF",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Inspection Down Cylinder to ON",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Servo Z is not enabled.' for culture 'en-US'",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Inspection Lifter Up to ON",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded <NUM> global connections.",22
